id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
201,Male,disloyal Customer,35,Personal Travel,Business,2044,2,1,2,4,5,3,3,3,3,1,4,4,3,3,1,0.0,neutral or dissatisfied
202,Female,Loyal Customer,13,Business travel,Eco Plus,726,2,4,4,2,3,3,4,4,2,3,3,5,3,2,75,70.0,neutral or dissatisfied
203,Male,Loyal Customer,34,Personal Travel,Eco,4622,1,1,3,5,2,3,1,4,4,4,2,1,4,5,6,11.0,neutral or dissatisfied
204,Male,Loyal Customer,20,Personal Travel,Eco,2910,3,2,4,2,4,1,3,4,3,3,4,3,1,2,12,5.0,satisfied
205,Female,Loyal Customer,50,Business travel,Business,274,3,2,3,2,4,4,4,3,3,4,5,5,4,3,11,13.0,satisfied
206,Male,disloyal Customer,36,Business travel,Eco,1225,4,1,1,1,2,4,3,2,2,4,2,4,3,1,2,0.0,neutral or dissatisfied
207,Female,Loyal Customer,38,Business travel,Eco,2589,5,4,3,2,2,1,4,3,3,4,1,5,3,4,6,12.0,satisfied
208,Female,disloyal Customer,76,Business travel,Business,4371,5,2,3,3,4,4,2,2,3,4,5,3,2,2,15,36.0,satisfied
209,Female,Loyal Customer,12,Business travel,Eco,2163,2,3,1,3,4,3,2,3,2,5,2,2,3,1,6,0.0,satisfied
210,Male,disloyal Customer,33,Business travel,Business,4820,3,3,1,5,3,4,1,4,2,2,1,5,5,4,10,6.0,satisfied
211,Male,Loyal Customer,30,Business travel,Business,3432,4,4,3,4,3,4,3,5,3,4,3,3,3,5,5,2.0,satisfied
212,Male,Loyal Customer,40,Personal Travel,Eco,401,4,2,4,4,2,2,4,4,3,3,2,4,4,4,3,0.0,neutral or dissatisfied
213,Male,Loyal Customer,46,Business travel,Eco,2367,5,4,4,3,4,3,4,3,4,1,1,3,4,1,0,1.0,satisfied
214,Male,disloyal Customer,53,Business travel,Business,3211,3,3,3,2,4,4,3,2,4,3,3,4,4,4,6,10.0,satisfied
215,Male,Loyal Customer,30,Business travel,Business,4825,3,2,2,5,2,2,4,3,3,2,3,3,5,0,6,3.0,satisfied
216,Male,Loyal Customer,71,Personal Travel,Eco Plus,1782,5,4,2,3,5,3,3,4,2,3,4,2,1,2,7,7.0,neutral or dissatisfied
217,Female,disloyal Customer,24,Business travel,Eco,2292,3,5,4,4,5,3,3,4,3,2,4,3,2,2,0,0.0,satisfied
218,Male,Loyal Customer,50,Business travel,Eco,910,2,3,3,2,1,3,4,4,3,5,3,2,3,4,8,0.0,neutral or dissatisfied
219,Female,disloyal Customer,63,Personal Travel,Business,268,2,2,4,2,4,4,5,2,2,5,4,2,5,4,1,0.0,neutral or dissatisfied
220,Male,Loyal Customer,34,Business travel,Business,4132,3,2,5,5,2,3,4,5,4,4,2,1,5,5,8,11.0,satisfied
221,Male,Loyal Customer,77,Business travel,Business,171,4,4,3,3,3,3,3,4,0,3,1,4,4,3,5,19.0,neutral or dissatisfied
222,Male,Loyal Customer,29,Business travel,Business,3957,4,3,4,3,2,3,5,4,2,1,2,3,4,2,0,0.0,satisfied
223,Female,Loyal Customer,40,Personal Travel,Business,1991,2,2,4,3,5,5,4,4,5,1,3,2,2,3,2,0.0,satisfied
224,Female,Loyal Customer,17,Business travel,Business,2416,3,1,3,2,3,3,3,3,5,4,3,3,4,3,3,0.0,satisfied
225,Female,Loyal Customer,41,Business travel,Eco,1660,2,3,2,2,4,2,3,2,4,3,3,4,1,3,3,18.0,neutral or dissatisfied
226,Female,Loyal Customer,48,Business travel,Business,1488,3,2,4,3,3,2,3,4,3,1,4,4,3,4,11,11.0,satisfied
227,Male,Loyal Customer,34,Personal Travel,Eco,254,4,3,3,3,5,1,4,2,3,3,4,3,3,4,120,109.0,neutral or dissatisfied
228,Female,Loyal Customer,30,Business travel,Business,553,3,5,2,4,2,2,4,3,1,3,3,4,4,4,7,9.0,satisfied
229,Male,Loyal Customer,14,Business travel,Business,3512,4,2,2,0,1,3,4,3,3,2,2,3,2,4,20,20.0,satisfied
230,Male,Loyal Customer,59,Personal Travel,Business,349,4,4,2,3,3,3,3,1,2,4,4,4,3,3,4,14.0,neutral or dissatisfied
231,Female,Loyal Customer,78,Business travel,Eco,2124,2,2,3,4,2,3,5,4,4,3,3,2,2,3,11,9.0,satisfied
232,Female,Loyal Customer,10,Personal Travel,Business,3275,5,4,2,1,2,2,3,5,4,3,2,4,5,5,30,28.0,satisfied
233,Female,disloyal Customer,11,Personal Travel,Eco Plus,773,2,4,3,2,4,2,4,4,4,4,2,2,5,3,18,9.0,neutral or dissatisfied
234,Female,disloyal Customer,55,Personal Travel,Eco,4551,2,4,5,1,3,4,2,1,4,2,4,1,4,3,21,15.0,neutral or dissatisfied
235,Female,Loyal Customer,36,Business travel,Eco,1495,2,2,3,4,4,4,3,3,2,2,4,1,2,4,6,0.0,neutral or dissatisfied
236,Female,Loyal Customer,78,Business travel,Business,2163,2,4,4,3,4,5,3,5,3,1,4,1,3,5,1,0.0,satisfied
237,Female,disloyal Customer,69,Personal Travel,Eco,1315,4,3,3,3,2,3,3,2,2,3,2,4,3,2,68,74.0,neutral or dissatisfied
238,Female,Loyal Customer,53,Personal Travel,Eco,4047,5,5,1,4,2,4,2,3,3,1,0,4,3,2,0,0.0,neutral or dissatisfied
239,Male,Loyal Customer,32,Business travel,Business,2051,4,2,3,3,1,4,2,4,3,2,3,5,4,2,8,21.0,satisfied
240,Female,Loyal Customer,63,Personal Travel,Eco,213,2,4,2,2,3,5,2,2,3,2,1,4,3,1,8,20.0,neutral or dissatisfied
241,Female,Loyal Customer,43,Business travel,Eco,2992,2,2,2,3,3,4,1,2,2,4,4,3,3,3,20,30.0,neutral or dissatisfied
242,Male,Loyal Customer,13,Business travel,Eco,4865,4,3,3,3,3,3,2,1,3,2,3,1,2,5,9,5.0,satisfied
243,Female,Loyal Customer,46,Business travel,Eco,920,2,2,4,2,1,1,4,2,3,4,5,3,4,4,1,0.0,satisfied
244,Male,disloyal Customer,45,Personal Travel,Eco,1541,2,2,3,5,3,3,2,2,3,1,3,4,1,3,7,7.0,satisfied
245,Male,disloyal Customer,68,Business travel,Eco Plus,3552,3,3,4,1,4,2,2,3,2,4,1,3,4,4,15,25.0,neutral or dissatisfied
246,Female,Loyal Customer,59,Business travel,Business,2955,3,5,4,3,3,3,4,4,3,4,4,4,1,5,1,14.0,satisfied
247,Male,Loyal Customer,10,Personal Travel,Eco,2589,3,4,3,5,3,4,1,4,2,3,3,2,4,3,8,18.0,satisfied
248,Male,disloyal Customer,31,Business travel,Eco,1045,3,4,3,3,3,3,4,2,5,4,3,4,3,3,8,23.0,neutral or dissatisfied
249,Male,Loyal Customer,13,Business travel,Eco,2118,3,3,4,1,4,4,3,2,4,2,3,2,3,2,32,40.0,neutral or dissatisfied
250,Male,Loyal Customer,34,Business travel,Eco Plus,4320,4,4,2,5,5,4,4,3,3,3,3,4,4,4,18,13.0,satisfied
251,Female,Loyal Customer,75,Business travel,Business,1930,4,3,3,2,3,2,3,1,4,0,2,5,4,5,3,14.0,satisfied
252,Male,disloyal Customer,73,Personal Travel,Business,814,4,2,3,4,4,5,3,3,5,3,5,2,3,4,19,10.0,neutral or dissatisfied
253,Female,Loyal Customer,26,Personal Travel,Business,2533,4,4,4,3,2,3,4,3,5,2,5,3,5,2,6,16.0,satisfied
254,Male,disloyal Customer,17,Business travel,Business,3096,4,5,4,3,3,4,3,3,4,4,3,2,3,4,8,5.0,satisfied
255,Male,disloyal Customer,73,Personal Travel,Business,3082,3,4,3,1,4,5,4,4,2,4,3,4,3,2,5,7.0,satisfied
256,Male,Loyal Customer,13,Business travel,Eco,2395,1,4,4,3,2,1,4,2,4,4,2,4,3,1,61,54.0,satisfied
257,Male,Loyal Customer,29,Business travel,Business,4083,3,4,2,4,3,3,2,4,4,1,4,3,4,3,55,57.0,satisfied
258,Female,Loyal Customer,67,Business travel,Eco,2393,3,3,4,1,2,4,2,3,3,3,2,4,3,4,1,8.0,neutral or dissatisfied
259,Female,Loyal Customer,77,Business travel,Eco,4703,3,2,3,5,5,3,2,4,4,3,3,2,4,2,61,63.0,satisfied
260,Male,Loyal Customer,40,Business travel,Business,3243,4,3,3,3,2,5,3,3,3,1,4,2,3,3,1,6.0,satisfied
261,Male,Loyal Customer,25,Business travel,Business,3399,5,5,4,5,4,4,4,5,2,2,5,4,4,4,3,7.0,satisfied
262,Female,Loyal Customer,64,Business travel,Eco,3541,2,3,3,4,2,4,2,4,4,5,3,4,2,3,9,9.0,satisfied
263,Male,disloyal Customer,15,Business travel,Eco,509,2,4,3,3,4,5,2,3,3,4,4,2,3,3,17,19.0,neutral or dissatisfied
264,Male,Loyal Customer,54,Business travel,Eco,3068,4,3,5,3,2,1,2,3,4,2,2,3,3,2,17,8.0,satisfied
265,Male,Loyal Customer,47,Business travel,Eco,3876,3,3,4,4,2,2,4,2,1,4,2,3,2,4,8,14.0,neutral or dissatisfied
266,Female,Loyal Customer,54,Personal Travel,Eco Plus,1676,4,2,3,5,3,2,2,3,4,2,2,1,3,3,142,143.0,neutral or dissatisfied
267,Female,Loyal Customer,51,Business travel,Eco,3442,2,4,3,2,4,3,3,5,3,3,3,2,4,2,0,0.0,satisfied
268,Female,Loyal Customer,31,Business travel,Eco,2430,2,4,4,2,4,5,2,3,3,4,1,3,2,3,0,0.0,satisfied
269,Male,Loyal Customer,31,Personal Travel,Eco,1859,2,1,3,5,3,2,3,3,3,1,3,2,4,1,12,11.0,neutral or dissatisfied
270,Male,Loyal Customer,25,Personal Travel,Eco,4068,3,1,5,2,4,1,2,5,2,2,1,2,4,3,7,0.0,neutral or dissatisfied
271,Female,Loyal Customer,45,Business travel,Business,2528,2,1,4,3,4,4,1,5,5,3,4,3,3,4,8,7.0,satisfied
272,Female,Loyal Customer,33,Business travel,Eco Plus,2950,2,5,2,2,3,5,2,3,4,4,3,3,3,4,2,10.0,satisfied
273,Female,Loyal Customer,69,Business travel,Business,2990,4,2,4,4,4,3,4,4,3,5,2,3,2,4,21,23.0,satisfied
274,Female,Loyal Customer,74,Business travel,Eco,4693,2,3,1,0,3,2,3,2,2,5,2,3,5,2,8,0.0,satisfied
275,Male,disloyal Customer,25,Personal Travel,Business,4340,2,5,3,4,4,5,4,4,3,4,3,4,3,1,2,5.0,satisfied
276,Female,Loyal Customer,34,Personal Travel,Business,2152,2,3,4,4,2,3,2,4,3,3,3,4,2,3,1,1.0,neutral or dissatisfied
277,Male,Loyal Customer,39,Business travel,Business,3887,4,4,1,4,3,4,4,3,2,5,2,4,2,2,64,63.0,satisfied
278,Female,Loyal Customer,16,Personal Travel,Business,4304,3,2,5,2,4,5,3,3,5,4,3,4,4,5,15,10.0,satisfied
279,Male,Loyal Customer,36,Business travel,Business,2944,3,3,4,0,2,4,3,2,3,4,4,4,3,1,9,7.0,satisfied
280,Female,Loyal Customer,28,Business travel,Eco,3698,3,2,2,2,3,3,3,4,3,4,3,2,1,3,10,8.0,satisfied
281,Female,Loyal Customer,9,Personal Travel,Business,1097,3,1,5,4,1,2,4,4,4,2,2,2,2,3,1,0.0,neutral or dissatisfied
282,Female,Loyal Customer,54,Business travel,Business,4770,3,3,1,3,5,3,5,3,5,4,4,4,4,5,15,16.0,satisfied
283,Female,Loyal Customer,8,Personal Travel,Business,1412,3,3,2,4,4,4,4,2,4,2,4,5,4,4,30,44.0,neutral or dissatisfied
284,Male,Loyal Customer,60,Personal Travel,Eco,2563,4,2,1,3,2,4,3,3,1,4,4,2,1,4,27,36.0,neutral or dissatisfied
285,Female,Loyal Customer,12,Personal Travel,Business,261,4,2,1,3,5,3,2,3,4,5,3,4,1,2,18,19.0,neutral or dissatisfied
286,Male,Loyal Customer,46,Business travel,Business,1918,2,3,3,5,2,3,5,2,4,4,2,5,5,2,12,18.0,satisfied
287,Male,disloyal Customer,8,Business travel,Eco,2531,4,2,3,2,2,3,3,4,2,3,3,3,1,2,3,0.0,satisfied
288,Male,Loyal Customer,79,Business travel,Eco,2032,5,4,3,4,3,2,2,4,3,4,3,1,2,1,65,56.0,neutral or dissatisfied
289,Male,Loyal Customer,8,Business travel,Business,4780,3,3,3,4,4,4,4,4,3,2,1,5,3,3,21,36.0,satisfied
290,Female,Loyal Customer,61,Business travel,Business,342,3,5,3,5,3,2,2,2,2,3,1,4,2,2,15,15.0,satisfied
291,Male,Loyal Customer,78,Personal Travel,Business,740,2,3,2,5,4,4,5,4,4,2,4,3,4,3,55,60.0,neutral or dissatisfied
292,Male,Loyal Customer,66,Business travel,Eco Plus,1395,2,3,3,4,3,3,3,3,2,3,3,4,2,3,1,1.0,neutral or dissatisfied
293,Male,Loyal Customer,12,Business travel,Business,2999,4,3,0,4,3,4,2,4,3,3,2,3,3,5,5,12.0,satisfied
294,Female,Loyal Customer,25,Business travel,Eco,2274,5,3,4,4,2,4,4,3,4,3,4,5,5,2,25,43.0,satisfied
295,Female,Loyal Customer,33,Personal Travel,Business,2152,4,1,3,2,4,3,2,3,1,5,4,3,3,4,0,0.0,neutral or dissatisfied
296,Female,Loyal Customer,7,Business travel,Eco,2099,3,3,3,5,1,3,3,3,3,2,2,1,3,3,4,9.0,neutral or dissatisfied
297,Female,Loyal Customer,39,Business travel,Business,2820,3,5,4,3,3,3,4,5,2,3,5,3,2,4,43,41.0,satisfied
298,Male,Loyal Customer,46,Personal Travel,Business,895,2,4,4,4,3,3,2,2,2,5,2,1,1,3,129,129.0,neutral or dissatisfied
299,Male,Loyal Customer,38,Business travel,Business,4857,4,5,3,3,3,2,3,4,3,4,3,3,4,3,4,0.0,satisfied
300,Female,Loyal Customer,75,Business travel,Business,3498,3,4,3,2,3,3,1,4,3,4,3,5,4,5,31,,satisfied
301,Male,Loyal Customer,23,Personal Travel,Business,4177,4,3,5,3,2,4,3,4,4,5,4,2,4,4,5,1.0,satisfied
302,Male,Loyal Customer,14,Business travel,Eco,3797,3,4,2,2,2,3,1,3,3,2,3,2,3,4,121,130.0,neutral or dissatisfied
303,Male,Loyal Customer,63,Personal Travel,Eco Plus,4814,5,4,5,3,2,5,4,3,4,4,2,1,3,2,10,6.0,satisfied
304,Female,Loyal Customer,48,Business travel,Business,3709,3,1,3,1,3,4,3,2,1,5,5,3,5,5,15,15.0,satisfied
305,Female,disloyal Customer,15,Business travel,Eco,2833,2,3,1,2,3,2,1,2,3,5,3,3,4,3,0,8.0,satisfied
306,Male,Loyal Customer,41,Personal Travel,Eco Plus,3447,3,3,3,3,4,5,3,3,3,4,3,1,4,4,11,17.0,neutral or dissatisfied
307,Female,Loyal Customer,77,Business travel,Eco,4765,3,5,3,3,4,2,1,4,2,2,1,4,3,4,5,15.0,satisfied
308,Female,Loyal Customer,59,Personal Travel,Business,281,5,3,2,5,3,4,3,4,3,5,1,3,2,2,121,128.0,neutral or dissatisfied
309,Female,Loyal Customer,60,Personal Travel,Eco,1084,3,0,3,4,2,4,4,1,3,1,2,3,2,3,12,15.0,neutral or dissatisfied
310,Female,Loyal Customer,31,Personal Travel,Business,1392,4,3,3,3,4,4,2,3,3,4,3,2,0,2,3,3.0,neutral or dissatisfied
311,Female,Loyal Customer,73,Personal Travel,Eco,2105,4,1,5,5,3,1,2,2,4,3,5,3,3,3,2,1.0,satisfied
312,Male,disloyal Customer,68,Business travel,Business,3213,1,4,4,3,2,4,2,3,4,4,3,5,2,5,1,1.0,satisfied
313,Female,Loyal Customer,61,Personal Travel,Business,3653,3,2,2,4,3,3,1,3,4,3,4,4,5,2,6,0.0,satisfied
314,Male,Loyal Customer,52,Business travel,Business,4301,3,2,2,1,4,3,2,5,2,5,2,4,4,3,11,8.0,satisfied
315,Male,disloyal Customer,30,Business travel,Business,3751,3,2,4,2,2,1,3,4,2,4,5,2,5,4,44,47.0,satisfied
316,Female,Loyal Customer,52,Personal Travel,Eco,1876,2,2,4,4,2,3,3,3,2,4,4,5,2,5,4,0.0,neutral or dissatisfied
317,Male,Loyal Customer,28,Business travel,Business,4354,4,3,3,4,3,3,5,4,3,3,3,3,5,2,11,0.0,satisfied
318,Male,Loyal Customer,17,Business travel,Eco,1684,3,2,2,5,3,3,3,2,1,4,4,4,3,3,1,0.0,neutral or dissatisfied
319,Male,Loyal Customer,54,Business travel,Business,1982,3,3,3,5,2,2,4,5,3,3,3,3,4,3,33,23.0,neutral or dissatisfied
320,Female,Loyal Customer,14,Business travel,Business,4079,3,1,4,2,5,5,4,4,4,2,3,3,3,4,16,14.0,satisfied
321,Female,disloyal Customer,45,Personal Travel,Eco,4668,2,3,4,4,2,2,3,3,1,2,4,4,3,3,14,13.0,neutral or dissatisfied
322,Male,Loyal Customer,41,Business travel,Eco Plus,3584,1,5,4,2,2,4,2,4,1,2,4,4,4,3,69,62.0,neutral or dissatisfied
323,Female,Loyal Customer,55,Business travel,Business,2699,3,3,2,1,3,5,3,5,5,1,2,1,3,3,9,2.0,satisfied
324,Female,Loyal Customer,52,Personal Travel,Business,2429,3,4,3,3,3,4,4,4,4,3,3,2,3,4,7,0.0,satisfied
325,Female,disloyal Customer,44,Business travel,Eco,4444,3,2,1,4,3,2,3,3,5,1,4,3,1,4,0,1.0,satisfied
326,Female,disloyal Customer,14,Business travel,Business,4799,3,4,3,3,2,5,4,3,3,3,3,4,5,3,0,0.0,satisfied
327,Male,disloyal Customer,60,Business travel,Eco,2752,2,4,1,4,4,3,2,4,3,3,3,3,1,1,2,3.0,neutral or dissatisfied
328,Male,Loyal Customer,43,Business travel,Eco,898,2,5,2,2,1,3,5,3,2,2,4,2,3,3,62,60.0,neutral or dissatisfied
329,Female,Loyal Customer,46,Business travel,Business,2757,5,3,5,4,3,3,3,4,5,4,4,4,3,3,0,0.0,satisfied
330,Female,Loyal Customer,40,Personal Travel,Business,627,4,4,4,2,4,3,3,3,5,3,2,5,0,3,8,9.0,neutral or dissatisfied
331,Male,Loyal Customer,23,Business travel,Business,4512,4,2,4,5,4,3,5,4,4,2,2,3,4,4,8,10.0,satisfied
332,Male,Loyal Customer,39,Personal Travel,Business,438,4,3,3,4,0,2,4,2,4,3,5,4,3,5,10,19.0,satisfied
333,Female,Loyal Customer,53,Personal Travel,Eco,3441,2,2,4,5,3,3,3,4,2,4,3,1,3,2,18,23.0,neutral or dissatisfied
334,Male,Loyal Customer,58,Personal Travel,Eco,2004,3,3,2,2,3,4,3,3,3,3,2,3,4,2,32,44.0,neutral or dissatisfied
335,Female,Loyal Customer,15,Business travel,Eco,4535,4,2,3,3,3,2,2,2,2,5,3,4,1,2,35,29.0,satisfied
336,Female,Loyal Customer,39,Business travel,Eco,4522,2,4,3,3,2,3,3,2,3,2,5,3,4,2,27,19.0,satisfied
337,Male,Loyal Customer,66,Business travel,Business,4727,3,5,3,2,3,2,4,4,4,3,3,2,2,0,16,13.0,satisfied
338,Male,Loyal Customer,27,Personal Travel,Eco,2781,2,4,5,5,3,4,4,5,3,2,3,3,2,3,13,18.0,neutral or dissatisfied
339,Female,Loyal Customer,64,Business travel,Business,2010,2,5,2,3,4,5,5,4,2,2,2,4,3,1,1,0.0,satisfied
340,Female,Loyal Customer,75,Business travel,Eco,501,3,2,1,1,1,3,2,4,4,2,2,3,4,2,12,21.0,satisfied
341,Male,Loyal Customer,16,Business travel,Business,415,3,3,3,2,4,4,5,3,3,2,1,3,3,3,62,53.0,neutral or dissatisfied
342,Female,Loyal Customer,12,Business travel,Eco,1606,2,3,2,2,3,3,3,5,4,3,3,3,2,2,16,8.0,satisfied
343,Male,Loyal Customer,19,Business travel,Eco,136,3,3,0,4,4,4,4,3,4,2,2,3,4,4,2,2.0,neutral or dissatisfied
344,Female,Loyal Customer,71,Business travel,Business,4030,4,5,4,4,2,4,2,3,5,3,3,4,2,3,13,28.0,satisfied
345,Male,disloyal Customer,26,Business travel,Business,3227,4,2,3,4,4,4,3,3,2,3,2,3,3,2,0,4.0,satisfied
346,Male,Loyal Customer,63,Business travel,Eco,3617,3,3,4,4,1,4,3,5,5,2,4,3,4,3,4,8.0,satisfied
347,Male,Loyal Customer,52,Business travel,Business,801,5,0,3,5,3,4,4,4,2,3,0,2,4,5,5,0.0,neutral or dissatisfied
348,Female,Loyal Customer,14,Personal Travel,Eco,4157,4,3,1,5,2,3,2,4,3,5,5,3,2,2,4,2.0,satisfied
349,Female,Loyal Customer,16,Business travel,Eco Plus,465,4,4,2,3,3,4,3,2,3,4,3,5,2,1,4,6.0,neutral or dissatisfied
350,Male,Loyal Customer,79,Business travel,Eco,2897,3,3,1,5,4,2,2,3,4,4,4,1,4,3,9,0.0,neutral or dissatisfied
351,Female,Loyal Customer,73,Business travel,Business,2967,3,3,5,3,2,1,3,3,3,1,2,4,2,4,20,19.0,satisfied
352,Male,disloyal Customer,17,Business travel,Eco,2799,3,2,4,3,4,3,2,2,3,3,3,3,4,3,24,35.0,neutral or dissatisfied
353,Male,Loyal Customer,18,Personal Travel,Business,339,4,2,5,3,1,5,3,4,5,3,3,3,4,1,0,9.0,satisfied
354,Female,disloyal Customer,16,Business travel,Business,4568,3,2,4,4,1,4,2,3,3,4,4,3,2,5,62,79.0,neutral or dissatisfied
355,Female,Loyal Customer,31,Business travel,Eco,679,2,2,1,1,4,4,5,2,2,4,4,3,4,2,4,2.0,satisfied
356,Male,Loyal Customer,55,Personal Travel,Eco,3335,1,2,2,3,3,2,4,4,2,3,3,3,5,5,13,2.0,neutral or dissatisfied
357,Female,disloyal Customer,55,Personal Travel,Business,1119,1,2,4,3,5,4,4,2,3,3,2,2,4,2,6,3.0,neutral or dissatisfied
358,Female,Loyal Customer,17,Business travel,Business,4128,3,2,1,1,4,2,5,5,0,3,2,4,3,2,7,8.0,satisfied
359,Male,Loyal Customer,68,Business travel,Eco,835,4,3,3,1,3,3,3,4,3,3,3,5,4,4,18,24.0,neutral or dissatisfied
360,Male,Loyal Customer,42,Personal Travel,Eco,3657,0,3,4,2,2,3,5,5,5,1,5,3,5,2,12,13.0,satisfied
361,Female,Loyal Customer,45,Business travel,Eco,3237,2,2,5,2,2,3,2,2,3,3,2,2,4,4,10,13.0,satisfied
362,Male,Loyal Customer,59,Personal Travel,Business,2838,2,2,4,3,4,3,1,4,5,2,1,3,3,4,10,7.0,satisfied
363,Male,Loyal Customer,62,Personal Travel,Eco Plus,556,3,2,4,3,2,4,2,3,3,0,5,3,3,1,2,0.0,neutral or dissatisfied
364,Female,Loyal Customer,7,Personal Travel,Eco,1679,2,3,3,4,3,4,1,4,5,3,3,2,4,3,1,0.0,neutral or dissatisfied
365,Male,Loyal Customer,62,Business travel,Eco,2439,2,2,4,3,2,4,1,2,3,1,1,4,3,3,4,0.0,neutral or dissatisfied
366,Male,Loyal Customer,10,Personal Travel,Eco,1341,2,2,4,3,3,5,2,4,3,3,3,5,2,4,17,14.0,neutral or dissatisfied
367,Female,Loyal Customer,36,Business travel,Business,1662,2,4,1,4,5,3,3,4,2,3,3,5,4,2,23,25.0,satisfied
368,Female,Loyal Customer,18,Personal Travel,Eco Plus,2918,3,2,3,1,4,3,4,3,3,2,5,4,4,2,19,23.0,neutral or dissatisfied
369,Male,Loyal Customer,41,Business travel,Business,3650,3,2,0,5,3,3,5,2,5,4,5,4,5,4,62,65.0,satisfied
370,Male,Loyal Customer,58,Business travel,Business,1578,4,3,1,1,4,1,4,4,1,4,3,4,2,2,30,31.0,neutral or dissatisfied
371,Female,Loyal Customer,37,Business travel,Eco,828,3,2,3,4,3,3,1,3,3,3,4,3,3,2,5,2.0,neutral or dissatisfied
372,Female,disloyal Customer,74,Business travel,Eco,4891,4,0,3,4,3,3,2,2,2,2,3,1,2,2,21,33.0,neutral or dissatisfied
373,Female,Loyal Customer,58,Business travel,Eco,2466,2,3,1,5,3,4,2,2,1,2,5,4,2,2,11,12.0,satisfied
374,Female,Loyal Customer,13,Personal Travel,Eco,610,4,4,4,2,4,4,2,4,2,2,3,1,3,4,18,17.0,neutral or dissatisfied
375,Male,Loyal Customer,28,Business travel,Business,4867,4,3,5,3,4,4,2,3,4,3,2,3,2,4,0,6.0,satisfied
376,Female,Loyal Customer,62,Personal Travel,Eco,2289,3,4,4,2,3,3,4,3,2,1,4,3,5,2,6,18.0,neutral or dissatisfied
377,Female,Loyal Customer,64,Business travel,Business,4143,4,4,3,3,2,3,2,4,5,4,3,2,3,5,11,17.0,satisfied
378,Male,Loyal Customer,70,Business travel,Eco,3948,2,2,3,3,3,3,2,2,3,4,3,5,3,4,125,131.0,neutral or dissatisfied
379,Female,Loyal Customer,18,Business travel,Business,1188,5,5,3,5,3,4,4,4,3,3,2,3,3,3,18,16.0,satisfied
380,Male,Loyal Customer,13,Business travel,Eco,569,2,3,3,4,3,3,3,4,4,3,3,2,4,2,15,28.0,neutral or dissatisfied
381,Female,disloyal Customer,61,Personal Travel,Business,84,2,3,2,3,2,3,3,5,3,5,4,4,1,4,5,16.0,neutral or dissatisfied
382,Female,disloyal Customer,68,Business travel,Eco,155,1,2,2,3,3,3,3,4,3,4,3,2,3,3,6,7.0,neutral or dissatisfied
383,Female,disloyal Customer,79,Business travel,Eco,2808,3,1,3,2,3,3,2,3,2,3,3,2,2,2,68,68.0,neutral or dissatisfied
384,Male,Loyal Customer,61,Business travel,Business,552,3,2,4,3,2,4,3,2,3,3,1,4,2,2,9,15.0,neutral or dissatisfied
385,Male,Loyal Customer,42,Personal Travel,Eco,3289,3,4,4,3,1,0,1,4,4,4,3,4,2,2,4,4.0,neutral or dissatisfied
386,Female,Loyal Customer,30,Business travel,Eco,1461,2,5,2,5,4,3,2,5,2,3,3,4,2,4,3,18.0,neutral or dissatisfied
387,Male,Loyal Customer,50,Business travel,Eco,917,3,3,3,3,2,3,4,2,2,3,3,3,3,4,1,12.0,neutral or dissatisfied
388,Male,Loyal Customer,23,Business travel,Eco,682,3,3,3,2,1,4,3,1,3,0,3,1,0,5,1,0.0,neutral or dissatisfied
389,Male,Loyal Customer,8,Business travel,Business,1266,3,4,5,5,3,3,3,3,3,5,4,4,2,4,7,6.0,satisfied
390,Male,Loyal Customer,19,Business travel,Business,1561,4,5,4,4,5,1,3,4,2,4,4,3,4,4,13,4.0,satisfied
391,Male,Loyal Customer,37,Personal Travel,Business,3352,4,1,4,4,4,1,3,3,5,3,2,3,5,4,133,146.0,neutral or dissatisfied
392,Male,Loyal Customer,34,Business travel,Business,311,3,5,4,3,4,1,3,3,4,4,5,2,3,3,7,12.0,satisfied
393,Female,Loyal Customer,66,Business travel,Business,407,4,3,4,4,3,5,5,4,2,4,2,3,2,4,11,0.0,satisfied
394,Female,Loyal Customer,33,Business travel,Eco,1029,4,4,1,3,3,1,1,3,4,4,1,2,2,3,38,35.0,neutral or dissatisfied
395,Male,disloyal Customer,21,Business travel,Business,1966,2,2,3,2,3,5,2,5,4,3,4,3,3,3,48,37.0,neutral or dissatisfied
396,Female,Loyal Customer,39,Business travel,Business,4175,4,4,4,3,3,3,2,3,2,3,3,1,4,2,22,23.0,satisfied
397,Female,Loyal Customer,26,Personal Travel,Business,2377,2,1,3,2,3,3,1,3,4,3,4,5,3,3,29,26.0,neutral or dissatisfied
398,Female,Loyal Customer,48,Personal Travel,Eco,1387,4,4,1,3,3,5,3,1,2,2,3,3,3,3,1,0.0,satisfied
399,Female,Loyal Customer,18,Personal Travel,Eco,277,4,4,2,3,5,3,3,2,3,3,4,2,3,2,3,13.0,neutral or dissatisfied
400,Male,Loyal Customer,79,Personal Travel,Business,4591,3,1,2,2,4,2,3,4,5,4,4,3,3,4,36,38.0,satisfied
